日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
2016-02-24,4.71,4.76,4.70,4.73,0.00,0.00,757957,35803,1.27,0.79
2016-02-25,4.73,4.73,4.54,4.57,-0.16,-3.38,1704016,79569,4.02,1.78
2016-02-26,4.59,4.66,4.57,4.62,0.05,1.09,889280,40911,1.97,0.93
2016-02-29,4.61,4.61,4.40,4.53,-0.09,-1.95,1380449,61988,4.55,1.44
2016-03-01,4.54,4.60,4.50,4.57,0.04,0.88,1026074,46654,2.21,1.07
2016-03-02,4.58,4.71,4.55,4.70,0.13,2.84,1547893,71783,3.50,1.61
2016-03-03,4.70,4.73,4.67,4.71,0.01,0.21,1634960,76845,1.28,1.70
2016-03-04,4.70,4.89,4.68,4.84,0.13,2.76,3215620,154446,4.46,3.35
2016-03-07,4.82,4.85,4.79,4.81,-0.03,-0.62,1662632,80076,1.24,1.73
2016-03-08,4.82,4.82,4.69,4.79,-0.02,-0.42,1753512,83075,2.70,1.83
2016-03-09,4.75,4.79,4.71,4.77,-0.02,-0.42,1336452,63428,1.67,1.39
2016-03-10,4.76,4.83,4.75,4.76,-0.01,-0.21,1424959,68318,1.68,1.49
2016-03-11,4.75,4.78,4.71,4.76,0.00,0.00,1073840,50930,1.47,1.12
2016-03-14,4.77,4.86,4.75,4.80,0.04,0.84,1407105,67714,2.31,1.47
2016-03-15,4.79,4.83,4.76,4.81,0.01,0.21,791990,37959,1.46,0.83
2016-03-16,4.79,4.88,4.79,4.86,0.05,1.04,1901413,92160,1.87,1.98
2016-03-17,4.85,4.89,4.84,4.87,0.01,0.21,1420770,69128,1.03,1.48
2016-03-18,4.87,4.90,4.85,4.86,-0.01,-0.21,2132028,103832,1.03,2.22
2016-03-21,4.88,4.95,4.86,4.90,0.04,0.82,1680096,82344,1.85,1.75
2016-03-22,4.90,4.94,4.88,4.89,-0.01,-0.20,936115,45939,1.22,0.98
2016-03-23,4.89,4.91,4.86,4.88,-0.01,-0.20,579014,28241,1.02,0.60
2016-03-24,4.86,4.87,4.82,4.83,-0.05,-1.02,867511,41971,1.02,0.90
2016-03-25,4.82,4.85,4.82,4.84,0.01,0.21,505127,24431,0.62,0.53
2016-03-28,4.85,4.86,4.80,4.82,-0.02,-0.41,1028580,49653,1.24,1.07
2016-03-29,4.82,4.84,4.79,4.81,-0.01,-0.21,923048,44446,1.04,0.96
2016-03-30,4.82,4.91,4.82,4.90,0.09,1.87,1740819,84818,1.87,1.81
2016-03-31,4.90,4.91,4.83,4.85,-0.05,-1.02,2124445,103233,1.63,2.21
2016-04-01,4.84,4.85,4.79,4.84,-0.01,-0.21,1540178,74269,1.24,1.61
2016-04-05,4.82,4.86,4.80,4.85,0.01,0.21,1482446,71631,1.24,1.55
2016-04-06,4.83,4.85,4.82,4.83,-0.02,-0.41,1102434,53291,0.62,1.15
2016-04-07,4.84,4.85,4.78,4.78,-0.05,-1.04,1303618,62653,1.45,1.36
2016-04-08,4.78,4.78,4.74,4.76,-0.02,-0.42,1133993,54002,0.84,1.18
2016-04-11,4.76,4.82,4.76,4.80,0.04,0.84,1223920,58703,1.26,1.28
2016-04-12,4.80,4.80,4.76,4.78,-0.02,-0.42,837588,39998,0.83,0.87
2016-04-13,4.79,4.86,4.79,4.82,0.04,0.84,2154649,104026,1.46,2.25
2016-04-14,4.83,4.85,4.80,4.83,0.01,0.21,998004,48119,1.04,1.04
2016-04-15,4.83,4.85,4.81,4.83,0.00,0.00,1290803,62291,0.83,1.35
2016-04-18,4.82,4.82,4.77,4.78,-0.05,-1.04,1076710,51587,1.04,1.12
2016-04-19,4.80,4.80,4.76,4.78,0.00,0.00,783752,37415,0.84,0.82
2016-04-20,4.79,4.79,4.65,4.70,-0.08,-1.67,2361906,111192,2.93,2.46
2016-04-21,4.69,4.72,4.68,4.69,-0.01,-0.21,1062874,49916,0.85,1.11
2016-04-22,4.68,4.71,4.67,4.70,0.01,0.21,771021,36185,0.85,0.80
2016-04-25,4.70,4.70,4.66,4.69,-0.01,-0.21,836316,39135,0.85,0.87
2016-04-26,4.69,4.70,4.67,4.70,0.01,0.21,680815,31913,0.64,0.71
2016-04-27,4.70,4.71,4.68,4.68,-0.02,-0.43,629437,29558,0.64,0.66
2016-04-28,4.69,4.72,4.68,4.70,0.02,0.43,1126189,52916,0.85,1.17
2016-04-29,4.69,4.70,4.67,4.69,-0.01,-0.21,731674,34282,0.64,0.76
2016-05-03,4.70,4.75,4.69,4.74,0.05,1.07,1401527,66233,1.28,1.46
2016-05-04,4.73,4.74,4.70,4.72,-0.02,-0.42,1166366,55046,0.84,1.22
2016-05-05,4.72,4.75,4.70,4.74,0.02,0.42,854001,40383,1.06,0.89
2016-05-06,4.74,4.75,4.69,4.69,-0.05,-1.05,1003159,47317,1.27,1.05
2016-05-09,4.70,4.70,4.64,4.65,-0.04,-0.85,1017917,47485,1.28,1.06
2016-05-10,4.64,4.71,4.64,4.69,0.04,0.86,942988,44145,1.51,0.98
2016-05-11,4.69,4.72,4.66,4.70,0.01,0.21,705351,33102,1.28,0.74
2016-05-12,4.69,4.70,4.66,4.69,-0.01,-0.21,580070,27120,0.85,0.60
2016-05-13,4.68,4.70,4.67,4.69,0.00,0.00,993853,46550,0.64,1.04
2016-05-16,4.68,4.71,4.67,4.70,0.01,0.21,540094,25336,0.85,0.56
2016-05-17,4.70,4.71,4.68,4.69,-0.01,-0.21,408688,19167,0.64,0.43
2016-05-18,4.69,4.69,4.66,4.69,0.00,0.00,775443,36248,0.64,0.81
2016-05-19,4.68,4.71,4.67,4.70,0.01,0.21,545224,25586,0.85,0.57
2016-05-20,4.69,4.72,4.68,4.71,0.01,0.21,657951,30927,0.85,0.69
2016-05-23,4.71,4.74,4.70,4.74,0.03,0.64,524420,24814,0.85,0.55
2016-05-24,4.74,4.76,4.73,4.75,0.01,0.21,602541,28594,0.63,0.63
2016-05-25,4.75,4.77,4.74,4.76,0.01,0.21,599844,28514,0.63,0.63
2016-05-26,4.75,4.77,4.74,4.77,0.01,0.21,681569,32413,0.63,0.71
2016-05-27,4.77,4.79,4.76,4.78,0.01,0.21,442170,21112,0.63,0.46
2016-05-30,4.78,4.80,4.76,4.80,0.02,0.42,762080,36458,0.84,0.79
2016-05-31,4.79,4.90,4.79,4.88,0.08,1.67,1727873,83930,2.29,1.80
2016-06-01,4.87,4.88,4.85,4.87,-0.01,-0.20,955246,46510,0.61,1.00
2016-06-02,4.86,4.87,4.85,4.87,0.00,0.00,470532,22878,0.41,0.49
2016-06-03,4.88,4.91,4.86,4.90,0.03,0.62,790441,38610,1.03,0.82
2016-06-06,4.89,4.94,4.89,4.93,0.03,0.61,810973,39839,1.02,0.85
2016-06-07,4.93,4.97,4.93,4.95,0.02,0.41,847966,41959,0.81,0.88
2016-06-08,4.96,4.96,4.88,4.91,-0.04,-0.81,775988,38142,1.62,0.81
2016-06-13,4.88,4.92,4.87,4.87,-0.04,-0.81,830359,40632,1.02,0.87
2016-06-14,4.87,4.91,4.86,4.91,0.04,0.82,651321,31914,1.03,0.68
2016-06-15,4.88,4.92,4.87,4.90,-0.01,-0.20,564086,27607,1.02,0.59
2016-06-16,4.89,4.90,4.88,4.89,-0.01,-0.20,585290,28622,0.41,0.61
2016-06-17,4.89,4.91,4.88,4.90,0.01,0.20,414233,20290,0.61,0.43
2016-06-20,4.91,4.93,4.89,4.92,0.02,0.41,438169,21505,0.82,0.46
2016-06-21,4.92,4.96,4.91,4.94,0.02,0.41,557755,27512,1.02,0.58
2016-06-22,4.94,4.97,4.91,4.97,0.03,0.61,1065332,52677,1.21,1.11
2016-06-23,4.97,5.01,4.96,5.01,0.04,0.80,881525,44004,1.01,0.92
2016-06-24,5.00,5.02,4.91,4.96,-0.05,-1.00,937330,46620,2.20,0.98
2016-06-27,4.96,4.99,4.94,4.99,0.03,0.60,689606,34204,1.01,0.72
2016-06-28,4.98,5.00,4.97,5.00,0.01,0.20,863720,43067,0.60,0.90
2016-06-29,5.00,5.01,4.98,5.01,0.01,0.20,1320042,65920,0.60,1.38
2016-06-30,4.73,4.76,4.71,4.75,0.01,0.21,1305557,61781,1.05,1.36
2016-07-01,4.75,4.77,4.74,4.76,0.01,0.21,578879,27547,0.63,0.60
2016-07-04,4.76,4.82,4.75,4.80,0.04,0.84,903210,43301,1.47,0.94
2016-07-05,4.79,4.81,4.78,4.81,0.01,0.21,818994,39247,0.63,0.85
2016-07-06,4.80,4.82,4.79,4.81,0.00,0.00,652292,31349,0.62,0.68
2016-07-07,4.81,4.82,4.79,4.81,0.00,0.00,495878,23807,0.62,0.52
2016-07-08,4.80,4.81,4.75,4.75,-0.06,-1.25,539204,25724,1.25,0.56
2016-07-11,4.76,4.82,4.75,4.80,0.05,1.05,861183,41336,1.47,0.90
2016-07-12,4.81,4.99,4.80,4.95,0.15,3.13,1688653,82599,3.96,1.76
2016-07-13,4.97,5.14,4.97,5.06,0.11,2.22,1815161,91963,3.43,1.89
2016-07-14,5.04,5.08,5.00,5.01,-0.05,-0.99,618017,31031,1.58,0.64
2016-07-15,5.03,5.10,5.01,5.09,0.08,1.60,805618,40857,1.80,0.84
2016-07-18,5.09,5.19,5.09,5.18,0.09,1.77,1575050,81195,1.96,1.64
2016-07-19,5.18,5.19,5.10,5.13,-0.05,-0.97,636623,32692,1.74,0.66
2016-07-20,5.13,5.13,5.04,5.05,-0.08,-1.56,653859,33169,1.75,0.68
2016-07-21,5.04,5.11,5.03,5.07,0.02,0.40,633489,32154,1.58,0.66
2016-07-22,5.07,5.07,5.00,5.02,-0.05,-0.99,460083,23161,1.38,0.48
2016-07-25,5.02,5.08,5.01,5.03,0.01,0.20,574037,28898,1.39,0.60
2016-07-26,5.02,5.10,5.01,5.08,0.05,0.99,583591,29483,1.79,0.61
2016-07-27,5.08,5.09,4.95,5.05,-0.03,-0.59,1085913,54534,2.76,1.13
2016-07-28,5.03,5.05,5.01,5.03,-0.02,-0.40,576019,28951,0.79,0.60
2016-07-29,5.02,5.07,5.02,5.06,0.03,0.60,574778,29024,0.99,0.60
2016-08-01,5.06,5.10,5.04,5.09,0.03,0.59,659155,33448,1.19,0.69
2016-08-02,5.09,5.10,5.06,5.09,0.00,0.00,402822,20464,0.79,0.42
2016-08-03,5.07,5.09,5.04,5.06,-0.03,-0.59,346473,17547,0.98,0.36
2016-08-04,5.06,5.07,5.01,5.03,-0.03,-0.59,606912,30514,1.19,0.63
2016-08-05,5.03,5.06,5.02,5.05,0.02,0.40,472872,23853,0.80,0.49
2016-08-08,5.05,5.08,5.04,5.08,0.03,0.59,542414,27488,0.79,0.57
2016-08-09,5.08,5.12,5.07,5.10,0.02,0.39,641745,32682,0.98,0.67
2016-08-10,5.11,5.12,5.08,5.11,0.01,0.20,562541,28708,0.78,0.59
2016-08-11,5.10,5.23,5.10,5.19,0.08,1.57,1447959,75212,2.54,1.51
2016-08-12,5.20,5.36,5.19,5.35,0.16,3.08,1518504,80364,3.28,1.58
2016-08-15,5.38,5.54,5.34,5.46,0.11,2.06,1651120,89978,3.74,1.72
2016-08-16,5.46,5.47,5.29,5.33,-0.13,-2.38,1965568,105102,3.30,2.05
2016-08-17,5.32,5.33,5.25,5.29,-0.04,-0.75,812420,42958,1.50,0.85
2016-08-18,5.29,5.31,5.23,5.26,-0.03,-0.57,767117,40402,1.51,0.80
2016-08-19,5.26,5.27,5.23,5.27,0.01,0.19,540054,28355,0.76,0.56
2016-08-22,5.26,5.31,5.24,5.29,0.02,0.38,699042,36828,1.33,0.73
2016-08-23,5.27,5.35,5.27,5.34,0.05,0.95,778578,41454,1.51,0.81
2016-08-24,5.33,5.34,5.29,5.32,-0.02,-0.37,543587,28906,0.94,0.57
2016-08-25,5.32,5.36,5.30,5.33,0.01,0.19,774670,41281,1.13,0.81
2016-08-26,5.33,5.34,5.26,5.27,-0.06,-1.13,641057,33904,1.50,0.67
2016-08-29,5.27,5.28,5.21,5.24,-0.03,-0.57,686487,35962,1.33,0.72
2016-08-30,5.24,5.27,5.24,5.26,0.02,0.38,779900,40995,0.57,0.81
2016-08-31,5.26,5.28,5.24,5.27,0.01,0.19,583026,30698,0.76,0.61
2016-09-01,5.27,5.33,5.26,5.30,0.03,0.57,739653,39134,1.33,0.77
2016-09-02,5.28,5.34,5.26,5.30,0.00,0.00,928410,49212,1.51,0.97
2016-09-05,5.30,5.31,5.29,5.31,0.01,0.19,690121,36571,0.38,0.72
2016-09-06,5.31,5.33,5.28,5.30,-0.01,-0.19,748188,39720,0.94,0.78
2016-09-07,5.30,5.31,5.27,5.28,-0.02,-0.38,627642,33223,0.75,0.65
2016-09-08,5.29,5.29,5.25,5.28,0.00,0.00,458808,24183,0.76,0.48
2016-09-09,5.27,5.30,5.25,5.26,-0.02,-0.38,541276,28576,0.95,0.56
2016-09-12,5.23,5.24,5.14,5.16,-0.10,-1.90,1053320,54570,1.90,1.10
2016-09-13,5.17,5.18,5.15,5.17,0.01,0.19,399522,20646,0.58,0.42
2016-09-14,5.16,5.17,5.12,5.13,-0.04,-0.77,758321,38989,0.97,0.79
2016-09-19,5.13,5.17,5.13,5.17,0.04,0.78,567657,29223,0.78,0.59
2016-09-20,5.16,5.16,5.13,5.15,-0.02,-0.39,389649,20033,0.58,0.41
2016-09-21,5.15,5.19,5.14,5.17,0.02,0.39,334687,17286,0.97,0.35
2016-09-22,5.19,5.23,5.17,5.21,0.04,0.77,535466,27862,1.16,0.56
2016-09-23,5.21,5.24,5.20,5.23,0.02,0.38,375620,19638,0.77,0.39
2016-09-26,5.23,5.24,5.15,5.16,-0.07,-1.34,700785,36368,1.72,0.73
2016-09-27,5.15,5.19,5.13,5.19,0.03,0.58,416719,21497,1.16,0.43
2016-09-28,5.18,5.18,5.14,5.15,-0.04,-0.77,334095,17261,0.77,0.35
2016-09-29,5.16,5.19,5.15,5.17,0.02,0.39,416334,21531,0.78,0.43
2016-09-30,5.16,5.21,5.16,5.18,0.01,0.19,323297,16760,0.97,0.34
2016-10-10,5.19,5.22,5.19,5.21,0.03,0.58,490213,25530,0.58,0.51
2016-10-11,5.22,5.22,5.19,5.21,0.00,0.00,480474,25020,0.58,0.50
2016-10-12,5.20,5.20,5.16,5.18,-0.03,-0.58,475956,24653,0.77,0.50
2016-10-13,5.18,5.19,5.13,5.16,-0.02,-0.39,745603,38417,1.16,0.78
2016-10-14,5.15,5.16,5.13,5.16,0.00,0.00,573573,29477,0.58,0.60
2016-10-17,5.17,5.17,5.12,5.14,-0.02,-0.39,491813,25305,0.97,0.51
2016-10-18,5.12,5.17,5.12,5.17,0.03,0.58,501518,25816,0.97,0.52
2016-10-19,5.17,5.21,5.16,5.18,0.01,0.19,537588,27890,0.97,0.56
2016-10-20,5.18,5.19,5.16,5.18,0.00,0.00,361665,18728,0.58,0.38
2016-10-21,5.17,5.20,5.17,5.20,0.02,0.39,383756,19893,0.58,0.40
2016-10-24,5.20,5.30,5.20,5.28,0.08,1.54,1119055,58885,1.92,1.17
2016-10-25,5.28,5.29,5.25,5.29,0.01,0.19,482914,25462,0.76,0.50
2016-10-26,5.28,5.29,5.24,5.25,-0.04,-0.76,429668,22599,0.95,0.45
2016-10-27,5.24,5.25,5.21,5.23,-0.02,-0.38,331829,17346,0.76,0.35
2016-10-28,5.23,5.29,5.22,5.26,0.03,0.57,697747,36753,1.34,0.73
2016-10-31,5.25,5.27,5.22,5.26,0.00,0.00,346050,18174,0.95,0.36
2016-11-01,5.25,5.30,5.25,5.29,0.03,0.57,456870,24119,0.95,0.48
2016-11-02,5.28,5.28,5.24,5.26,-0.03,-0.57,537598,28269,0.76,0.56
2016-11-03,5.25,5.30,5.24,5.29,0.03,0.57,599308,31628,1.14,0.62
2016-11-04,5.28,5.31,5.23,5.25,-0.04,-0.76,777567,40960,1.51,0.81
2016-11-07,5.24,5.27,5.23,5.25,0.00,0.00,528669,27744,0.76,0.55
2016-11-08,5.26,5.32,5.26,5.30,0.05,0.95,1105835,58529,1.14,1.15
2016-11-09,5.30,5.30,5.21,5.27,-0.03,-0.57,1030526,54243,1.70,1.07
2016-11-10,5.29,5.32,5.28,5.31,0.04,0.76,552053,29254,0.76,0.58
2016-11-11,5.30,5.32,5.28,5.32,0.01,0.19,616989,32738,0.75,0.64
2016-11-14,5.30,5.34,5.29,5.33,0.01,0.19,950989,50576,0.94,0.99
2016-11-15,5.32,5.34,5.28,5.31,-0.02,-0.38,1071298,56917,1.13,1.12
2016-11-16,5.32,5.32,5.28,5.31,0.00,0.00,577149,30586,0.75,0.60
